                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7385      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                      10                  3.2717823282973244E+000                  1.0000000327178233E+000                  1.0000000000000002E-008                 -2.1266762302089687E-001                  9.9999997441042066E-001                  9.9999997101517923E-001                 -1.0818726421213409E+001                 -7.8887780241359565E+001                 -5.7235767476417687E-001                  4.6673250469173944E+000                  8.7450266649405091E+000                  7.4781060460032913E+000                  7.5285011713876804E+000                  2.4671793605525686E+001                  3.4994812614810024E+002                  5.1940833789194052E+001                 -1.0818726426441902E+001                 -1.8738134064499366E+001                 -7.8887780241359565E+001 
                                      11                  4.0071653910379395E+000                  1.0000000400716540E+000                  1.0000000000000002E-008                 -1.3348637697327204E-001                  9.9999996768734800E-001                  9.9999996477213371E-001                 -1.0562859918999312E+001                 -7.8890422288925194E+001                 -5.5453852130741499E-001                  4.6716935131327260E+000                  8.7451993092382274E+000                  7.4781060477378167E+000                  7.5285011928389753E+000                  2.4671793635563187E+001                  3.4994813259373990E+002                  5.1940834436953004E+001                 -1.0562859927740424E+001                 -1.8259077535632059E+001                 -7.8890422288925194E+001 
                                      12                  4.8896250663266771E+000                  1.0000000488962506E+000                  1.0000000000000002E-008                 -5.4305130925647253E-002                  9.9999994384728841E-001                  9.9999993446114932E-001                 -1.0292673426346227E+001                 -7.8893281764232583E+001                 -5.3483010783598695E-001                  4.6765247839255073E+000                  8.7453909743883766E+000                  7.4781060496985834E+000                  7.5285012185103595E+000                  2.4671793671509270E+001                  3.4994814039997397E+002                  5.1940835226268952E+001                 -1.0292673449428831E+001                 -1.7567172946594180E+001                 -7.8893281764232583E+001 
                                      13                  5.9485766766731629E+000                  1.0000000594857668E+000                  1.0000000000000002E-008                  2.4876115121977568E-002                  9.9999992786109904E-001                  9.9999991338075789E-001                 -1.0048997578381096E+001                 -7.8896311560578752E+001                 -5.1502663291061801E-001                  4.6813824411415395E+000                  8.7455773974189981E+000                  7.4781060518940636E+000                  7.5285012492334333E+000                  2.4671793714527677E+001                  3.4994814986398654E+002                  5.1940836193122209E+001                 -1.0048997622030001E+001                 -1.7046808556252422E+001                 -7.8896311560578752E+001 
                                      14                  7.2193186090889441E+000                  1.0000000721931861E+000                  1.0000000000000002E-008                  1.0405736116960228E-001                  9.9999992022645023E-001                  9.9999989564174152E-001                 -9.7861588715664887E+000                 -7.8898667440462646E+001                 -4.9462011768476882E-001                  4.6863872701361604E+000                  8.7457709970426816E+000                  7.4781060543272373E+000                  7.5285012860091687E+000                  2.4671793766016716E+001                  3.4994816134934615E+002                  5.1940837403956010E+001                 -9.7861590267240235E+000                 -1.6233170388551599E+001                 -7.8898667440462646E+001 
                                      15                  8.7442089279878825E+000                  1.0000000874420893E+000                  1.0000000000000002E-008                  1.8323860721722712E-001                  9.9999990169424935E-001                  9.9999985817187720E-001                 -9.5422543909003696E+000                 -7.8895144778584438E+001                 -4.7630358866303601E-001                  4.6908650286984974E+000                  8.7459737444288734E+000                  7.4781060569834956E+000                  7.5285013300223227E+000                  2.4671793827624438E+001                  3.4994817530110902E+002                  5.1940839003701967E+001                 -9.5422545693824627E+000                 -1.5928444143395289E+001                 -7.8895144778584438E+001 
                                      16                  1.0574077310666608E+001                  1.0000001057407730E+000                  1.0000000000000002E-008                  2.6241985326485195E-001                  9.9999987871273355E-001                  9.9999982768281692E-001                 -9.3259180556596402E+000                 -7.8857891777316794E+001                 -4.6069083635738556E-001                  4.6946652999392420E+000                  8.7461795781002074E+000                  7.4781060598333795E+000                  7.5285013826896554E+000                  2.4671793901319784E+001                  3.4994819226115794E+002                  5.1940841183381139E+001                 -9.3259184001117728E+000                 -1.5426573659960832E+001                 -7.8857891777316794E+001 
                                      17                  1.2769919369881078E+001                  1.0000001276991937E+000                  1.0000000000000002E-008                  3.4160109931247673E-001                  9.9999984887081395E-001                  9.9999979575238618E-001                 -9.0927263334733226E+000                 -7.8594235735496142E+001                 -4.4510244559870793E-001                  4.6984579660293075E+000                  8.7463884412994162E+000                  7.4781060628405225E+000                  7.5285014457209884E+000                  2.4671793989492048E+001                  3.4994821288387618E+002                  5.1940844052831409E+001                 -9.0927267153185607E+000                 -1.5148623456725417E+001                 -7.8594235735496142E+001 
                                      18                  1.5404929840938443E+001                  1.0000001540492984E+000                  1.0000000000000002E-008                  4.2078234536010156E-001                  9.9999981688752182E-001                  9.9999975850544276E-001                 -8.8610902683555270E+000                 -7.7707884380112247E+001                 -4.2930032090420878E-001                  4.7022973885585220E+000                  8.7466106585882386E+000                  7.4781060659474559E+000                  7.5285015211361452E+000                  2.4671794094972633E+001                  3.4994823795379671E+002                  5.1940847658953871E+001                 -8.8610909506935922E+000                 -1.4664875320741455E+001                 -7.7707884380112247E+001 
                                      19                  1.8566942406207282E+001                  1.0000001856694241E+000                  1.0000000000000002E-008                  4.9996359140772634E-001                  9.9999980069951500E-001                  9.9999971468303461E-001                 -8.6029513175263705E+000                 -7.5778811426037436E+001                 -4.1074842518632027E-001                  4.7068163707558632E+000                  8.7468486420525000E+000                  7.4781060691089749E+000                  7.5285016113660506E+000                  2.4671794221170298E+001                  3.4994826839582220E+002                  5.1940852047598234E+001                 -8.6029564039425193E+000                 -1.3534326282680693E+001                 -7.5778811426037436E+001 
                                      20                  2.2361357484529886E+001                  1.0000002236135748E+000                  1.0000000000000002E-008                  5.7914483745535117E-001                  9.9999975421145748E-001                  9.9999960293695145E-001                 -8.3638819800433950E+000                 -7.4817424479509057E+001                 -3.9225002397141762E-001                  4.7113149561278131E+000                  8.7471006719160513E+000                  7.4781060723039605E+000                  7.5285017192915378E+000                  2.4671794372122864E+001                  3.4994830527995867E+002                  5.1940857287346994E+001                 -8.3638976156623901E+000                 -1.2807559030053133E+001                 -7.4817424479509057E+001 
                                      21                  2.6914655578517014E+001                  1.0000002691465557E+000                  1.0000000000000002E-008                  6.5832608350297595E-001                  9.9999967304193560E-001                  9.9999953836414779E-001                 -8.1477959575967596E+000                 -7.3977608430258499E+001                 -3.7474287105214876E-001                  4.7155680035439689E+000                  8.7473481535433741E+000                  7.4781060756036499E+000                  7.5285018483554520E+000                  2.4671794552653385E+001                  3.4994834980736289E+002                  5.1940863476186422E+001                 -8.1478171011450531E+000                 -1.2460412968582180E+001                 -7.3977608430258499E+001 
                                      22                  3.2378613291301562E+001                  1.0000003237861328E+000                  1.0000000000000002E-008                  7.3750732955060072E-001                  9.9999958943521816E-001                  9.9999950793948689E-001                 -7.9264483235719192E+000                 -7.2972682256893322E+001                 -3.5881402415420921E-001                  4.7194257263078683E+000                  8.7475971314645449E+000                  7.4781060792880254E+000                  7.5285020027101126E+000                  2.4671794768577577E+001                  3.4994840327057352E+002                  5.1940870730887582E+001                 -7.9264713734005170E+000                 -1.2201576459474559E+001                 -7.2972682256893322E+001 
                                      23                  3.8935362546643020E+001                  1.0000003893536253E+000                  1.0000000000000002E-008                  8.1668857559822561E-001                  9.9999955716875066E-001                  9.9999943550370485E-001                 -7.6865825758111077E+000                 -7.1511381562464251E+001                 -3.4275443632746205E-001                  4.7233028167357896E+000                  8.7478727445220752E+000                  7.4781060839625084E+000                  7.5285021872865556E+000                  2.4671795026801867E+001                  3.4994846698488544E+002                  5.1940879170480812E+001                 -7.6866072796968705E+000                 -1.1931613968623752E+001                 -7.1511381562464251E+001 
                                      24                  4.6803461653052779E+001                  1.0000004680346164E+000                  1.0000000000000002E-008                  8.9586982164585038E-001                  9.9999947019089486E-001                  9.9999926179364074E-001                 -7.4462347347714610E+000                 -7.0085624464664249E+001                 -3.2524953747994551E-001                  4.7275315817826060E+000                  8.7481676638522021E+000                  7.4781060907840500E+000                  7.5285024079781229E+000                  2.4671795335582182E+001                  3.4994854217349098E+002                  5.1940888891152170E+001                 -7.4462889510579355E+000                 -1.1349916386520707E+001                 -7.0085624464664249E+001 
                                      25                  5.6245180580744481E+001                  1.0000005624518056E+000                  1.0000000000000002E-008                  9.7505106769347516E-001                  9.9999934270661517E-001                  9.9999911605472847E-001                 -7.2155022707940759E+000                 -6.8932388654110923E+001                 -3.0725314517343122E-001                  4.7318805890443087E+000                  8.7484678454820521E+000                  7.4781061017695061E+000                  7.5285026718886119E+000                  2.4671795704873464E+001                  3.4994862980999289E+002                  5.1940899934997418E+001                 -7.2155633997282047E+000                 -1.1067070322901017E+001                 -6.8932388654110923E+001 
                                      26                  6.7575243293974523E+001                  1.0000006757524327E+000                  1.0000000000000002E-008                  1.0542323137411000E+000                  9.9999923037573735E-001                  9.9999897486244305E-001                 -6.9827154453405074E+000                 -6.7618200438466005E+001                 -2.8982586921088360E-001                  4.7360800985276441E+000                  8.7487824644966565E+000                  7.4781061201064984E+000                  7.5285029875132405E+000                  2.4671796146584846E+001                  3.4994873043434723E+002                  5.1940912258423992E+001                 -6.9828072570782140E+000                 -1.0657647454403786E+001                 -6.7618200438466005E+001 
                                      27                  8.1171318549850568E+001                  1.0000008117131853E+000                  1.0000000000000002E-008                  1.1334135597887247E+000                  9.9999908784821434E-001                  9.9999874965694713E-001                 -6.7488636204616590E+000                 -6.6277552181899111E+001                 -2.7242916124633326E-001                  4.7402636318789426E+000                  8.7491137517763331E+000                  7.4781061504786432E+000                  7.5285033649392119E+000                  2.4671796674862019E+001                  3.4994884396443751E+002                  5.1940925701769977E+001                 -6.7490242666422677E+000                 -1.0180857847793774E+001                 -6.6277552181899111E+001 
                                      28                  9.7486608856901825E+001                  1.0000009748660883E+000                  1.0000000000000002E-008                  1.2125948058363496E+000                  9.9999891253343065E-001                  9.9999848480284581E-001                 -6.5190381139859568E+000                 -6.5046708329598331E+001                 -2.5508085329375346E-001                  4.7444311398793699E+000                  8.7494528897517689E+000                  7.4781061995074998E+000                  7.5285038163521438E+000                  2.4671797306798311E+001                  3.4994896952550317E+002                  5.1940939959942547E+001                 -6.5193261629031669E+000                 -9.6975001947534665E+000                 -6.5046708329598331E+001 
                                      29                  1.1706495722536334E+002                  1.0000011706495722E+000                  1.0000000000000002E-008                  1.2917760518839743E+000                  9.9999861805583534E-001                  9.9999818853641620E-001                 -6.2947607305365718E+000                 -6.3893327338658914E+001                 -2.3839229369547585E-001                  4.7484270299173730E+000                  8.7498053894749024E+000                  7.4781062759582397E+000                  7.5285043562712159E+000                  2.4671798062764644E+001                  3.4994910537057126E+002                  5.1940954568523033E+001                 -6.2951962995597546E+000                 -9.2937058221394473E+000                 -6.3893327338658914E+001 
                                      30                  1.4055897526751716E+002                  1.0000014055897526E+000                  1.0000000000000002E-008                  1.3709572979315994E+000                  9.9999837071682429E-001                  9.9999794084781091E-001                 -6.0658242618676859E+000                 -6.2600696781955598E+001                 -2.2191171366243870E-001                  4.7523654428475091E+000                  8.7501688536311502E+000                  7.4781063910215027E+000                  7.5285050021991484E+000                  2.4671798967320886E+001                  3.4994924889120881E+002                  5.1940968897519987E+001                 -6.0666004254178985E+000                 -8.8140433533734406E+000                 -6.2600696781955598E+001 
                                      31                  1.6875179691810172E+002                  1.0000016875179689E+000                  1.0000000000000002E-008                  1.4501385439792240E+000                  9.9999812794685639E-001                  9.9999750577191604E-001                 -5.8334891538664655E+000                 -6.1222636758563787E+001                 -2.0541874932115969E-001                  4.7562918797838849E+000                  8.7505624619290376E+000                  7.4781065582681716E+000                  7.5285057749255095E+000                  2.4671800049640098E+001                  3.4994939676479930E+002                  5.1940982169046407E+001                 -5.8351853213242464E+000                 -8.2426525461807341E+000                 -6.1222636758563787E+001 
                                      32                  2.0258318289880322E+002                  1.0000020258318287E+000                  1.0000000000000002E-008                  1.5293197900268489E+000                  9.9999773834448280E-001                  9.9999691508259836E-001                 -5.6050418430582107E+000                 -5.9969341268342099E+001                 -1.8861157320905314E-001                  4.7602931838135438E+000                  8.7509634419257711E+000                  7.4781067939411594E+000                  7.5285066997261971E+000                  2.4671801345189333E+001                  3.4994954515816283E+002                  5.1940993468601242E+001                 -5.6085662628458763E+000                 -7.6974995416179226E+000                 -5.9969341268342099E+001 
                                      33                  2.4318084607564501E+002                  1.0000024318084606E+000                  1.0000000000000002E-008                  1.6085010360744736E+000                  9.9999707899478896E-001                  9.9999639350293357E-001                 -5.3841091272506763E+000                 -5.8895512442572397E+001                 -1.7238111933362593E-001                  4.7641423726030663E+000                  8.7513802912844394E+000                  7.4781071165652238E+000                  7.5285078063714801E+000                  2.4671802895739010E+001                  3.4994969004453861E+002                  5.1941001790298124E+001                 -5.3898037848471292E+000                 -7.2692700397602481E+000                 -5.8895512442572397E+001 
                                      34                  2.9189804188785519E+002                  1.0000029189804187E+000                  1.0000000000000002E-008                  1.6876822821220985E+000                  9.9999678719968832E-001                  9.9999591290463863E-001                 -5.1523189274131331E+000                 -5.7634103126457411E+001                 -1.5650525245149757E-001                  4.7678909383324450E+000                  8.7518210932667468E+000                  7.4781075475227743E+000                  7.5285091310478238E+000                  2.4671804752056332E+001                  3.4994982744266764E+002                  5.1941006043918193E+001                 -5.1662889234662721E+000                 -6.6518732295559655E+000                 -5.7634103126457411E+001 
                                      35                  3.5035867686250731E+002                  1.0000035035867685E+000                  1.0000000000000002E-008                  1.7668635281697234E+000                  9.9999606253237161E-001                  9.9999482536336615E-001                 -4.9210550481329980E+000                 -5.6456905595300945E+001                 -1.4059103600669320E-001                  4.7716402973271226E+000                  8.7522794834997946E+000                  7.4781081107974448E+000                  7.5285107165328027E+000                  2.4671806974148883E+001                  3.4994995368711710E+002                  5.1941005090632288E+001                 -4.9438964276928772E+000                 -6.2114876645555590E+000                 -5.6456905595300945E+001 
                                      36                  4.2051143883208994E+002                  1.0000042051143883E+000                  1.0000000000000002E-008                  1.8460447742173480E+000                  9.9999519662590985E-001                  9.9999398875181011E-001                 -4.6885507421789052E+000                 -5.5287558474263477E+001                 -1.2482616177883692E-001                  4.7753432643939036E+000                  8.7527559864801603E+000                  7.4781088341840043E+000                  7.5285126151420600E+000                  2.4671809635396912E+001                  3.4995006553175710E+002                  5.1940997711378451E+001                 -4.7214278196100867E+000                 -5.8257766897671939E+000                 -5.5287558474263477E+001 
                                      37                  5.0469475319558904E+002                  1.0000050469475319E+000                  1.0000000000000002E-008                  1.9252260202649729E+000                  9.9999433011641903E-001                  9.9999297067517989E-001                 -4.4324132575748827E+000                 -5.4101822424593472E+001                 -1.0916562892335073E-001                  4.7790083132127306E+000                  8.7532561552702486E+000                  7.4781097489718151E+000                  7.5285148885846569E+000                  2.4671812822349398E+001                  3.4995016035162791E+002                  5.1940982635967998E+001                 -4.4979771826902448E+000                 -5.2859022492574903E+000                 -5.4101822424593472E+001 
                                      38                  6.0571473043178798E+002                  1.0000060571473042E+000                  1.0000000000000002E-008                  2.0044072663125974E+000                  9.9999312090020920E-001                  9.9999160032979384E-001                 -4.1806010424175799E+000                 -5.3020640948423065E+001                 -9.3655574015167095E-002                  4.7826214270857275E+000                  8.7537849549783466E+000                  7.4781108912440031E+000                  7.5285176107608116E+000                  2.4671816638648075E+001                  3.4995023612001455E+002                  5.1940958492885315E+001                 -4.2793386668635467E+000                 -4.8723365536735566E+000                 -5.3020640948423065E+001 
                                      39                  7.2693870311522664E+002                  1.0000072693870310E+000                  1.0000000000000002E-008                  2.0835885123602225E+000                  9.9999214663707758E-001                  9.9999005408116404E-001                 -3.9021884226896923E+000                 -5.1829490866420208E+001                 -7.8081556443191036E-002                  4.7862340870777231E+000                  8.7543466437803428E+000                  7.4781123036029786E+000                  7.5285208714239760E+000                  2.4671821210163181E+001                  3.4995029135834073E+002                  5.1940923746805453E+001                 -4.0499233653000353E+000                 -4.4422650208788186E+000                 -5.1829490866420208E+001 
                                      40                  8.7240747033535308E+002                  1.0000087240747033E+000                  1.0000000000000002E-008                  2.1627697584078471E+000                  9.9999030539778677E-001                  9.9998802753365723E-001                 -3.6367740843723677E+000                 -5.0767276063548536E+001                 -6.2586996304090411E-002                  4.7898235762383221E+000                  8.7549149455286965E+000                  7.4781140353597078E+000                  7.5285247765303875E+000                  2.4671826685483509E+001                  3.4995032511158092E+002                  5.1940876691954919E+001                 -3.8217243589889467E+000                 -4.0967016808114236E+000                 -5.0767276063548536E+001 
                                      41                  1.0469699909995047E+003                  1.0000104696999099E+000                  1.0000000000000002E-008                  2.2419510044554718E+000                  9.9998854735514309E-001                  9.9998611502707258E-001                 -3.2744600958601624E+000                 -4.9659738880157867E+001                 -4.7290734534379479E-002                  4.7933384710179574E+000                  8.7555332868542823E+000                  7.4781161452944040E+000                  7.5285294537862235E+000                  2.4671833243695545E+001                  3.4995033675408928E+002                  5.1940815349922076E+001                 -3.5826948254334705E+000                 -3.5684029327787052E+000                 -4.9659738880157867E+001 
                                      42                  1.1517075033979959E+003                  1.0000115170750339E+000                  1.0000000000000002E-008                  2.0201022548391157E+000                  9.9998760585664004E-001                  9.9998308901357691E-001                 -3.1129543990678221E+000                 -4.9047754014259262E+001                 -3.9125630362323055E-002                  4.7952197541294872E+000                  8.7558532727172498E+000                  7.4781174187288091E+000                  7.5285322556439178E+000                  2.4671837172401315E+001                  3.4995033607977621E+002                  5.1940777169686591E+001                 -3.4487856561674146E+000                 -3.3817661525901190E+000                 -4.9047754014259262E+001 
                                      43                  1.2564450157964870E+003                  1.0000125644501578E+000                  1.0000000000000002E-008                  2.0201022548391157E+000                  9.9998646070648156E-001                  9.9998086566578814E-001                 -2.9458195039121353E+000                 -4.8505946030280448E+001                 -3.1525223290736037E-002                  4.7969633645201304E+000                  8.7561662554717579E+000                  7.4781186981018442E+000                  7.5285350546701917E+000                  2.4671841097194946E+001                  3.4995032958987304E+002                  5.1940737980343748E+001                 -3.3244909469681803E+000                 -3.1810059182302592E+000                 -4.8505946030280448E+001 
                                      44                  1.3611825281949780E+003                  1.0000136118252820E+000                  1.0000000000000002E-008                  2.0201022548391157E+000                  9.9998541929932239E-001                  9.9997799291686018E-001                 -2.6470378425372898E+000                 -4.7826700989397011E+001                 -2.4256074861511663E-002                  4.7986207271567825E+000                  8.7564861044130655E+000                  7.4781199784744397E+000                  7.5285378445536626E+000                  2.4671845009212298E+001                  3.4995031895245904E+002                  5.1940698146394766E+001                 -3.1811914372339722E+000                 -2.7971959122821977E+000                 -4.7826700989397011E+001 
                                      45                  1.4659200405934691E+003                  1.0000146592004060E+000                  1.0000000000000002E-008                  2.0201022548391157E+000                  9.9998442725688974E-001                  9.9997754534838712E-001                 -2.4539488812062071E+000                 -4.7249263969264810E+001                 -1.7301960752252838E-002                  4.8002035031174577E+000                  8.7567976095463447E+000                  7.4781212626209257E+000                  7.5285406330820672E+000                  2.4671848919367569E+001                  3.4995030478152881E+002                  5.1940657667121641E+001                 -3.0484946740873480E+000                 -2.5814215224051900E+000                 -4.7249263969264810E+001 
                                      46                  1.5916050554716583E+003                  1.0000159160505546E+000                  1.0000000000000002E-008                  2.0992835008867403E+000                  9.9998256453952183E-001                  9.9997646029214460E-001                 -2.2581415814720951E+000                 -4.6673448454587032E+001                 -9.0898254442427478E-003                  4.8020853428155990E+000                  8.7571399978040674E+000                  7.4781228071932579E+000                  7.5285439767015889E+000                  2.4671853607929616E+001                  3.4995028392502388E+002                  5.1940608398745745E+001                 -2.9018739076656912E+000                 -2.3700331252600240E+000                 -4.6673448454587032E+001 
                                      47                  1.7424270733254855E+003                  1.0000174242707334E+000                  1.0000000000000002E-008                  2.1784647469343654E+000                  9.9998066877446889E-001                  9.9997668171533904E-001                 -2.1688053982114317E+000                 -4.6258301082019514E+001                 -3.2699166305615664E-004                  4.8040887851683367E+000                  8.7575145299891854E+000                  7.4781246685005049E+000                  7.5285479939237590E+000                  2.4671859241095682E+001                  3.4995025438511266E+002                  5.1940548338376644E+001                 -2.7712164721392742E+000                 -2.2936271703279738E+000                 -4.6258301082019514E+001 
                                      48                  1.9234134947500779E+003                  1.0000192341349476E+000                  1.0000000000000002E-008                  2.2576459929819901E+000                  9.9997928578752937E-001                  9.9997382262722589E-001                 -1.9803311478848715E+000                 -4.5747789585125474E+001                  8.7722826358788836E-003                  4.8061571267562071E+000                  8.7579274839629111E+000                  7.4781269052268131E+000                  7.5285528100403010E+000                  2.4671865994566527E+001                  3.4995021473074252E+002                  5.1940475470133869E+001                 -2.6147580015662664E+000                 -2.0949956569859132E+000                 -4.5747789585125474E+001 
                                      49                  2.1405972004595887E+003                  1.0000214059720045E+000                  1.0000000000000002E-008                  2.3368272390296148E+000                  9.9997656336894414E-001                  9.9997033128940116E-001                 -1.7560048900266916E+000                 -4.5172839230911201E+001                  1.8081032471182361E-002                  4.8082607362360585E+000                  8.7583746399208593E+000                  7.4781295916919426E+000                  7.5285585829699828E+000                  2.4671874089799267E+001                  3.4995016287333561E+002                  5.1940387205142052E+001                 -2.4380469851869306E+000                 -1.8572520239610404E+000                 -4.5172839230911201E+001 
                                      50                  2.2709074238852954E+003                  1.0000227090742388E+000                  1.0000000000000002E-008                  2.1149784894132586E+000                  9.9997612591866425E-001                  9.9996635777799137E-001                 -1.2645566823200913E+000                 -4.4216078435830148E+001                  2.3219193392917472E-002                  4.8093949061628534E+000                  8.7586753805281372E+000                  7.4781311892063229E+000                  7.5285620156224953E+000                  2.4671878903331713E+001                  3.4995013194832256E+002                  5.1940334600892889E+001                 -2.2166760308085967E+000                 -1.3159753311927846E+000                 -4.4216078435830148E+001 
                                      51                  2.4012176473110021E+003                  1.0000240121764730E+000                  1.0000000000000002E-008                  2.1149784894132586E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2780197729633660E+000                 -4.3988292110500907E+001                  2.8169749163717148E-002                  4.8104806284063697E+000                  8.7589792139265050E+000                  7.4781328001290834E+000                  7.5285654716127812E+000                  2.4671883749612721E+001                  3.4995009876199288E+002                  5.1940281244268490E+001                 -2.1322320896029470E+000                 -1.3434659407647209E+000                 -4.3988292110500907E+001 
                                      52                  2.5315278707367088E+003                  1.0000253152787071E+000                  1.0000000000000002E-008                  2.1149784894132586E+000                  9.9997191477348113E-001                  9.9996870603043819E-001                 -1.0257816292809681E+000                 -4.3515286245171588E+001                  3.4431963414022840E-002                  4.8119190650566974E+000                  8.7592334477510025E+000                  7.4781344046685962E+000                  7.5285689131060147E+000                  2.4671888575572670E+001                  3.4995006541285460E+002                  5.1940228003410986E+001                 -2.0094591157600794E+000                 -1.0733911883627072E+000                 -4.3515286245171588E+001 
