                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7385      8.1899999999999995E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                      10                  2.7410621276523499E-004                  8.1878155681474718E-001                  1.0000000000000002E-008                 -4.4676338387264911E+000                  9.9747701235331798E-001                  9.9747669604499567E-001                 -3.4317324294061837E+000                 -2.7200894578491990E+001                 -1.1055835264322298E+000                  4.4770513998257133E+000                  8.8589610332898445E+000                  7.5716117007718662E+000                  7.0620056265149964E+000                  2.4009420952148918E+001                  1.6965095108744313E+002                  2.9314282209894600E+001                 -3.4362864331870897E+000                 -5.4133983660354446E+000                 -2.7200894578491990E+001 
                                      11                  3.1498965054394440E-004                  8.1878155681515608E-001                  1.0000000000000002E-008                 -4.3884525926788660E+000                  9.9747701235281983E-001                  9.9747669604449751E-001                 -3.4317315560014743E+000                 -2.7200894577349402E+001                 -1.0920872629037837E+000                  4.4804219583365850E+000                  8.8589680480323238E+000                  7.5716117007723689E+000                  7.0620056265162612E+000                  2.4009420952150748E+001                  1.6965095108749185E+002                  2.9314282209889189E+001                 -3.4362855921281104E+000                 -5.4133944241221466E+000                 -2.7200894577349402E+001 
                                      12                  3.6404977587839568E-004                  8.1878155681564668E-001                  1.0000000000000002E-008                 -4.3092713466312418E+000                  9.9747701235222241E-001                  9.9747669604390010E-001                 -3.4317332045480442E+000                 -2.7200894577072035E+001                 -1.0799815739860230E+000                  4.4834450249098463E+000                  8.8589747593446830E+000                  7.5716117007723565E+000                  7.0620056265166049E+000                  2.4009420952151238E+001                  1.6965095108756316E+002                  2.9314282209897730E+001                 -3.4362872506612088E+000                 -5.4133951252915784E+000                 -2.7200894577072035E+001 
                                      13                  4.2292192627973725E-004                  8.1878155681623543E-001                  1.0000000000000002E-008                 -4.2300901005836167E+000                  9.9747701235150477E-001                  9.9747669604318245E-001                 -3.4317324769224342E+000                 -2.7200894575605808E+001                 -1.0689228657524179E+000                  4.4862064470357224E+000                  8.8589812692097336E+000                  7.5716117007729355E+000                  7.0620056265181486E+000                  2.4009420952153473E+001                  1.6965095108763620E+002                  2.9314282209893573E+001                 -3.4362865278086483E+000                 -5.4133939448689690E+000                 -2.7200894575605808E+001 
                                      14                  4.9356850676134708E-004                  8.1878155681694198E-001                  1.0000000000000002E-008                 -4.1509088545359916E+000                  9.9747701235064445E-001                  9.9747669604232214E-001                 -3.4317316372871303E+000                 -2.7200894573952212E+001                 -1.0588125146259295E+000                  4.4887308403301871E+000                  8.8589876581840468E+000                  7.5716117007735537E+000                  7.0620056265198592E+000                  2.4009420952155946E+001                  1.6965095108772499E+002                  2.9314282209890120E+001                 -3.4362857004421326E+000                 -5.4133919413528195E+000                 -2.7200894573952212E+001 
                                      15                  5.7834440333927892E-004                  8.1878155681778975E-001                  1.0000000000000002E-008                 -4.0717276084883673E+000                  9.9747701234961139E-001                  9.9747669604128897E-001                 -3.4317317432618699E+000                 -2.7200894572273519E+001                 -1.0493145642051598E+000                  4.4911021449148611E+000                  8.8589940242250851E+000                  7.5716117007741701E+000                  7.0620056265216657E+000                  2.4009420952158557E+001                  1.6965095108783439E+002                  2.9314282209889406E+001                 -3.4362858043735915E+000                 -5.4133922411635638E+000                 -2.7200894572273519E+001 
                                      16                  6.8007547923279715E-004                  8.1878155681880704E-001                  1.0000000000000002E-008                 -3.9925463624407427E+000                  9.9747701234837205E-001                  9.9747669604004974E-001                 -3.4317312844515246E+000                 -2.7200894570225937E+001                 -1.0402624669841491E+000                  4.4933619600311889E+000                  8.8590004426029321E+000                  7.5716117007749304E+000                  7.0620056265238800E+000                  2.4009420952161751E+001                  1.6965095108796527E+002                  2.9314282209887722E+001                 -3.4362853339589887E+000                 -5.4133928831936009E+000                 -2.7200894570225937E+001 
                                      17                  8.0215277030501898E-004                  8.1878155682002784E-001                  1.0000000000000002E-008                 -3.9133651163931176E+000                  9.9747701234688513E-001                  9.9747669603856282E-001                 -3.4317317170518389E+000                 -2.7200894568160319E+001                 -1.0316438161078825E+000                  4.4955133665061835E+000                  8.8590069550910773E+000                  7.5716117007756987E+000                  7.0620056265262612E+000                  2.4009420952165193E+001                  1.6965095108812571E+002                  2.9314282209889402E+001                 -3.4362857748646136E+000                 -5.4133925279085453E+000                 -2.7200894568160319E+001 
                                      18                  9.4864551959168513E-004                  8.1878155682149278E-001                  1.0000000000000002E-008                 -3.8341838703454929E+000                  9.9747701234510022E-001                  9.9747669603677791E-001                 -3.4317321751728835E+000                 -2.7200894565836386E+001                 -1.0232821847312865E+000                  4.4976004535390137E+000                  8.8590135967137158E+000                  7.5716117007765300E+000                  7.0620056265289453E+000                  2.4009420952169069E+001                  1.6965095108832026E+002                  2.9314282209893673E+001                 -3.4362862415355999E+000                 -5.4133921749387710E+000                 -2.7200894565836386E+001 
                                      19                  1.1244368187356849E-003                  8.1878155682325071E-001                  1.0000000000000002E-008                 -3.7550026242978682E+000                  9.9747701234295894E-001                  9.9747669603463662E-001                 -3.4317315437351743E+000                 -2.7200894562237647E+001                 -1.0152878206600642E+000                  4.4995956444798599E+000                  8.8590203968676331E+000                  7.5716117003638370E+000                  7.0620056265340230E+000                  2.4009420952174963E+001                  1.6965095125019479E+002                  2.9314282237864163E+001                 -3.4362855916533221E+000                 -5.4133932932483093E+000                 -2.7200894562237647E+001 
                                      20                  1.3353863777084841E-003                  8.1878155682536025E-001                  1.0000000000000002E-008                 -3.6758213782502431E+000                  9.9747701234038855E-001                  9.9747669603206612E-001                 -3.4317305608754745E+000                 -2.7200894558239362E+001                 -1.0071751231997708E+000                  4.5016202632297144E+000                  8.8590275080980714E+000                  7.5716117003653878E+000                  7.0620056265385580E+000                  2.4009420952181518E+001                  1.6965095125046631E+002                  2.9314282237861569E+001                 -3.4362846113729102E+000                 -5.4133920657035768E+000                 -2.7200894558239362E+001 
                                      21                  1.5885258484758433E-003                  8.1878155682789155E-001                  1.0000000000000002E-008                 -3.5966401322026185E+000                  9.9747701233730479E-001                  9.9747669602898237E-001                 -3.4317302666034681E+000                 -2.7200894553847139E+001                 -9.9915391148508181E-001                  4.5036218602618865E+000                  8.8590349198910712E+000                  7.5716117003671899E+000                  7.0620056265438906E+000                  2.4009420952189231E+001                  1.6965095125079398E+002                  2.9314282237859899E+001                 -3.4362843183854270E+000                 -5.4133916495748968E+000                 -2.7200894553847139E+001 
                                      22                  1.8922932133966744E-003                  8.1878155683092924E-001                  1.0000000000000002E-008                 -3.5174588861549938E+000                  9.9747701233360431E-001                  9.9747669602528188E-001                 -3.4317296135831494E+000                 -2.7200894548836807E+001                 -9.9115553732509065E-001                  4.5056175859784480E+000                  8.8590426555379462E+000                  7.5716117007823582E+000                  7.0620056265492508E+000                  2.4009420952198408E+001                  1.6965095108997099E+002                  2.9314282209957096E+001                 -3.4362836681780253E+000                 -5.4133907297064665E+000                 -2.7200894548836807E+001 
                                      23                  2.2568140513016715E-003                  8.1878155683457443E-001                  1.0000000000000002E-008                 -3.4382776401073687E+000                  9.9747701232916375E-001                  9.9747669602084132E-001                 -3.4317293735973426E+000                 -2.7200894542494851E+001                 -9.8306814439241863E-001                  4.5076353841247085E+000                  8.8590507557117597E+000                  7.5716117007842731E+000                  7.0620056265572471E+000                  2.4009420952209961E+001                  1.6965095109076981E+002                  2.9314282210007811E+001                 -3.4362834255669439E+000                 -5.4133907387679763E+000                 -2.7200894542494851E+001 
                                      24                  2.6942390567876681E-003                  8.1878155683894871E-001                  1.0000000000000002E-008                 -3.3590963940597440E+000                  9.9747701232383446E-001                  9.9747669601551214E-001                 -3.4317282518623289E+000                 -2.7200894535117619E+001                 -9.7481654835448306E-001                  4.5096940011715194E+000                  8.8590593196371064E+000                  7.5716117007875319E+000                  7.0620056265667444E+000                  2.4009420952223689E+001                  1.6965095109133372E+002                  2.9314282210001462E+001                 -3.4362823112893777E+000                 -5.4133889095807071E+000                 -2.7200894535117619E+001 
                                      25                  3.2191490633708643E-003                  8.1878155684419773E-001                  1.0000000000000002E-008                 -3.2799151480121194E+000                  9.9747701231744001E-001                  9.9747669600911770E-001                 -3.4317281060235985E+000                 -2.7200894527153810E+001                 -9.6712517643745410E-001                  4.5116122435978490E+000                  8.8590685207429605E+000                  7.5716117012036577E+000                  7.0620056265765694E+000                  2.4009420952239324E+001                  1.6965095093100064E+002                  2.9314282182134693E+001                 -3.4362821692289431E+000                 -5.4133884053136017E+000                 -2.7200894527153810E+001 
                                      26                  3.8490410712706995E-003                  8.1878155685049681E-001                  1.0000000000000002E-008                 -3.2007339019644943E+000                  9.9747701230976626E-001                  9.9747669600144395E-001                 -3.4317290763591637E+000                 -2.7200894518115192E+001                 -9.5901503421177214E-001                  4.5136349002267391E+000                  8.8590782785980231E+000                  7.5716117012078143E+000                  7.0620056265892277E+000                  2.4009420952257617E+001                  1.6965095093182578E+002                  2.9314282182138978E+001                 -3.4362831287556608E+000                 -5.4133904010322311E+000                 -2.7200894518115192E+001 
                                      27                  4.6049114807505016E-003                  8.1878155685805554E-001                  1.0000000000000002E-008                 -3.1215526559168696E+000                  9.9747701230055807E-001                  9.9747669599223576E-001                 -3.4317268768775366E+000                 -2.7200894505898980E+001                 -9.5075175708564785E-001                  4.5156955766981435E+000                  8.8590885642182755E+000                  7.5716117012118005E+000                  7.0620056266058526E+000                  2.4009420952281626E+001                  1.6965095093348404E+002                  2.9314282182244050E+001                 -3.4362809301107360E+000                 -5.4133881221766078E+000                 -2.7200894505898980E+001 
                                      28                  5.5119559721262647E-003                  8.1878155686712595E-001                  1.0000000000000002E-008                 -3.0423714098692445E+000                  9.9747701228950780E-001                  9.9747669598118549E-001                 -3.4317253480691332E+000                 -2.7200894491856403E+001                 -9.4219637050713334E-001                  4.5178288744416530E+000                  8.8590996620205136E+000                  7.5716117012183588E+000                  7.0620056266251776E+000                  2.4009420952309551E+001                  1.6965095093466039E+002                  2.9314282182236045E+001                 -3.4362794013168765E+000                 -5.4133865919884938E+000                 -2.7200894491856403E+001 
                                      29                  6.6004093617771801E-003                  8.1878155687801046E-001                  1.0000000000000002E-008                 -2.9631901638216198E+000                  9.9747701227624763E-001                  9.9747669596792532E-001                 -3.4317226808216375E+000                 -2.7200894474422196E+001                 -9.3346413516851934E-001                  4.5200060819082006E+000                  8.8591113647567248E+000                  7.5716117012264474E+000                  7.0620056266487738E+000                  2.4009420952343650E+001                  1.6965095093606726E+002                  2.9314282182221138E+001                 -3.4362767292673708E+000                 -5.4133843802851924E+000                 -2.7200894474422196E+001 
                                      30                  7.9065534293582783E-003                  8.1878155689107202E-001                  1.0000000000000002E-008                 -2.8840089177739952E+000                  9.9747701226033536E-001                  9.9747669595201294E-001                 -3.4317210970624470E+000                 -2.7200894454055359E+001                 -9.2467826007968779E-001                  4.5221962125725845E+000                  8.8591240409723735E+000                  7.5716117012358479E+000                  7.0620056266765232E+000                  2.4009420952383753E+001                  1.6965095093776202E+002                  2.9314282182210640E+001                 -3.4362751507207019E+000                 -5.4133823020385190E+000                 -2.7200894454055359E+001 
                                      31                  9.4739263104555958E-003                  8.1878155690674570E-001                  1.0000000000000002E-008                 -2.8048276717263700E+000                  9.9747701224124097E-001                  9.9747669593291866E-001                 -3.4317186529492405E+000                 -2.7200894428986473E+001                 -9.1565934227368884E-001                  4.5244441349696674E+000                  8.8591376550812075E+000                  7.5716117012437296E+000                  7.0620056267102607E+000                  2.4009420952432489E+001                  1.6965095094120835E+002                  2.9314282182437996E+001                 -3.4362727033622336E+000                 -5.4133801657880003E+000                 -2.7200894428986473E+001 
                                      32                  1.1354773767772379E-002                  8.1878155692555421E-001                  1.0000000000000002E-008                 -2.7256464256787454E+000                  9.9747701221832730E-001                  9.9747669591000498E-001                 -3.4317153224611538E+000                 -2.7200894398850902E+001                 -9.0668540684490484E-001                  4.5266805058299804E+000                  8.8591518810749736E+000                  7.5716117012572450E+000                  7.0620056267501665E+000                  2.4009420952490153E+001                  1.6965095094364935E+002                  2.9314282182423526E+001                 -3.4362693866378615E+000                 -5.4133755296027903E+000                 -2.7200894398850902E+001 
                                      33                  1.3611790716552517E-002                  8.1878155694812427E-001                  1.0000000000000002E-008                 -2.6464651796311203E+000                  9.9747701219083207E-001                  9.9747669588250965E-001                 -3.4317125120217016E+000                 -2.7200894361819230E+001                 -8.9684714610461602E-001                  4.5291321102860911E+000                  8.8591678025328964E+000                  7.5716117012684085E+000                  7.0620056267983990E+000                  2.4009420952559825E+001                  1.6965095094861570E+002                  2.9314282182755232E+001                 -3.4362665660724514E+000                 -5.4133736797636702E+000                 -2.7200894361819230E+001 
                                      34                  1.6320211055088685E-002                  8.1878155697520860E-001                  1.0000000000000002E-008                 -2.5672839335834956E+000                  9.9747701215783635E-001                  9.9747669584951404E-001                 -3.4317087620759787E+000                 -2.7200894316282394E+001                 -8.8779935761061834E-001                  4.5313857504317783E+000                  8.8591844164885210E+000                  7.5716117012880702E+000                  7.0620056268562479E+000                  2.4009420952643413E+001                  1.6965095095212658E+002                  2.9314282182729517E+001                 -3.4362628269134308E+000                 -5.4133689065360677E+000                 -2.7200894316282394E+001 
                                      35                  1.9570315461332081E-002                  8.1878155700770960E-001                  1.0000000000000002E-008                 -2.4881026875358709E+000                  9.9747701211824213E-001                  9.9747669580991982E-001                 -3.4317036202017919E+000                 -2.7200894260694451E+001                 -8.7759345939414868E-001                  4.5339281947656751E+000                  8.8592024769289619E+000                  7.5716117013040405E+000                  7.0620056269254921E+000                  2.4009420952743454E+001                  1.6965095095928021E+002                  2.9314282183209748E+001                 -3.4362576989507616E+000                 -5.4133624449475750E+000                 -2.7200894260694451E+001 
                                      36                  2.3470440748824161E-002                  8.1878155704671074E-001                  1.0000000000000002E-008                 -2.4089214414882458E+000                  9.9747701207072870E-001                  9.9747669576240638E-001                 -3.4316966755267786E+000                 -2.7200894192124938E+001                 -8.6760764296989801E-001                  4.5364146451989313E+000                  8.8592224842745750E+000                  7.5716117013325350E+000                  7.0620056270091371E+000                  2.4009420952864325E+001                  1.6965095096433129E+002                  2.9314282183168313E+001                 -3.4362507599635461E+000                 -5.4133549607015103E+000                 -2.7200894192124938E+001 
                                      37                  2.8150591093814653E-002                  8.1878155709351230E-001                  1.0000000000000002E-008                 -2.3297401954406212E+000                  9.9747701201371308E-001                  9.9747669570539088E-001                 -3.4316898316386957E+000                 -2.7200894108512731E+001                 -8.5714875893618681E-001                  4.5390189001687506E+000                  8.8592434163517915E+000                  7.5716117013664439E+000                  7.0620056271089675E+000                  2.4009420953008572E+001                  1.6965095097039904E+002                  2.9314282183125627E+001                 -3.4362439264881743E+000                 -5.4133471290168291E+000                 -2.7200894108512731E+001 
                                      38                  3.3766771507803245E-002                  8.1878155714967404E-001                  1.0000000000000002E-008                 -2.2505589493929965E+000                  9.9747701194529448E-001                  9.9747669563697228E-001                 -3.4316812988591536E+000                 -2.7200894005988644E+001                 -8.4627694638489870E-001                  4.5417256873373839E+000                  8.8592657482901682E+000                  7.5716117013942821E+000                  7.0620056272290856E+000                  2.4009420953182101E+001                  1.6965095098275393E+002                  2.9314282183949246E+001                 -3.4362353977037432E+000                 -5.4133382172437257E+000                 -2.7200894005988644E+001 
                                      39                  4.0506188004589563E-002                  8.1878155721706825E-001                  1.0000000000000002E-008                 -2.1713777033453714E+000                  9.9747701186319127E-001                  9.9747669555486895E-001                 -3.4316692255427914E+000                 -2.7200893879653886E+001                 -8.3504604968948448E-001                  4.5445214692498048E+000                  8.8592896328130344E+000                  7.5716117014436382E+000                  7.0620056273738427E+000                  2.4009420953391277E+001                  1.6965095099147956E+002                  2.9314282183874813E+001                 -3.4362233346590294E+000                 -5.4133251695157147E+000                 -2.7200893879653886E+001 
                                      40                  4.8593487800733137E-002                  8.1878155729794122E-001                  1.0000000000000002E-008                 -2.0921964572977467E+000                  9.9747701176466785E-001                  9.9747669545634565E-001                 -3.4316586654281074E+000                 -2.7200893727513151E+001                 -8.2338620056991429E-001                  4.5474236028450985E+000                  8.8593152901822307E+000                  7.5716117014831248E+000                  7.0620056275456644E+000                  2.4009420953639491E+001                  1.6965095100928221E+002                  2.9314282185075417E+001                 -3.4362127791941943E+000                 -5.4133141682975454E+000                 -2.7200893727513151E+001 
                                      41                  5.8298247556105423E-002                  8.1878155739498892E-001                  1.0000000000000002E-008                 -2.0130152112501221E+000                  9.9747701164643998E-001                  9.9747669533811778E-001                 -3.4316432471287146E+000                 -2.7200893540214164E+001                 -8.1130414746178170E-001                  4.5504303596301314E+000                  8.8593428031662302E+000                  7.5716117015313502E+000                  7.0620056277534484E+000                  2.4009420953939660E+001                  1.6965095103062606E+002                  2.9314282186495284E+001                 -3.4361973726487016E+000                 -5.4132976349777646E+000                 -2.7200893540214164E+001 
                                      42                  6.9943959262552174E-002                  8.1878155751144599E-001                  1.0000000000000002E-008                 -1.9338339652024972E+000                  9.9747701150456691E-001                  9.9747669519624482E-001                 -3.4316250603150160E+000                 -2.7200893311921579E+001                 -7.9915960907929062E-001                  4.5534513784280808E+000                  8.8593730347615800E+000                  7.5716117016160736E+000                  7.0620056280024937E+000                  2.4009420954299536E+001                  1.6965095104571253E+002                  2.9314282186380026E+001                 -3.4361792054491942E+000                 -5.4132775874924448E+000                 -2.7200893311921579E+001 
                                      43                  8.3918813310288262E-002                  8.1878155765119454E-001                  1.0000000000000002E-008                 -1.8546527191548725E+000                  9.9747701133431910E-001                  9.9747669502599701E-001                 -3.4316037150648602E+000                 -2.7200893034330129E+001                 -7.8676052201925062E-001                  4.5565354160854650E+000                  8.8594045029768296E+000                  7.5716117017176447E+000                  7.0620056283011667E+000                  2.4009420954731116E+001                  1.6965095106381887E+002                  2.9314282186244068E+001                 -3.4361578735780935E+000                 -5.4132549730623971E+000                 -2.7200893034330129E+001 
                                      44                  1.0068863816757156E-001                  8.1878155781889284E-001                  1.0000000000000002E-008                 -1.7754714731072476E+000                  9.9747701113002185E-001                  9.9747669482169987E-001                 -3.4315770379952935E+000                 -2.7200892695997755E+001                 -7.7374359729954512E-001                  4.5597727113631885E+000                  8.8594383747812362E+000                  7.5716117018010385E+000                  7.0620056286603008E+000                  2.4009420955249933E+001                  1.6965095110069430E+002                  2.9314282188695604E+001                 -3.4361312202178618E+000                 -5.4132260468588358E+000                 -2.7200892695997755E+001 
                                      45                  1.2081242799631155E-001                  8.1878155802013075E-001                  1.0000000000000002E-008                 -1.6962902270596227E+000                  9.9747701088486485E-001                  9.9747669457654287E-001                 -3.4315473365908788E+000                 -2.7200892285955959E+001                 -7.6026494632047159E-001                  4.5631242666645031E+000                  8.8594745896681442E+000                  7.5716117019006450E+000                  7.0620056290903488E+000                  2.4009420955871185E+001                  1.6965095114494892E+002                  2.9314282191648207E+001                 -3.4361015487380193E+000                 -5.4131935067423429E+000                 -2.7200892285955959E+001 
                                      46                  1.4496097579079953E-001                  8.1878155826161625E-001                  1.0000000000000002E-008                 -1.6171089810119981E+000                  9.9747701059067650E-001                  9.9747669428235464E-001                 -3.4315082664915844E+000                 -2.7200891786718191E+001                 -7.4654808426479047E-001                  4.5665338519149099E+000                  8.8595138501951709E+000                  7.5716117020769502E+000                  7.0620056296078797E+000                  2.4009420956619021E+001                  1.6965095117620473E+002                  2.9314282191392202E+001                 -3.4360625138929763E+000                 -5.4131510923696995E+000                 -2.7200891786718191E+001 
                                      47                  1.7393923314418511E-001                  8.1878155855139878E-001                  1.0000000000000002E-008                 -1.5379277349643732E+000                  9.9747701023765067E-001                  9.9747669392932903E-001                 -3.4314624102885962E+000                 -2.7200891181827021E+001                 -7.3269643140262397E-001                  4.5699760978522956E+000                  8.8595551847514820E+000                  7.5716117022882994E+000                  7.0620056302285050E+000                  2.4009420957515825E+001                  1.6965095121371624E+002                  2.9314282191090300E+001                 -3.4360167036855396E+000                 -5.4131008729960470E+000                 -2.7200891181827021E+001 
                                      48                  2.0871314196824778E-001                  8.1878155889913795E-001                  1.0000000000000002E-008                 -1.4587464889167483E+000                  9.9747700981401910E-001                  9.9747669350569756E-001                 -3.4314072786179084E+000                 -2.7200890449375688E+001                 -7.1875045379396518E-001                  4.5734402421490135E+000                  8.8595998849623765E+000                  7.5716117025418743E+000                  7.0620056309731698E+000                  2.4009420958591871E+001                  1.6965095125873106E+002                  2.9314282190729049E+001                 -3.4359616245259041E+000                 -5.4130407601437414E+000                 -2.7200890449375688E+001 
                                      49                  2.5044183255712299E-001                  8.1878155931642482E-001                  1.0000000000000002E-008                 -1.3795652428691236E+000                  9.9747700930566163E-001                  9.9747669299734021E-001                 -3.4313430864243633E+000                 -2.7200889563085529E+001                 -7.0397917267895582E-001                  4.5771094438851527E+000                  8.8596471220476030E+000                  7.5716117028460097E+000                  7.0620056318664766E+000                  2.4009420959882704E+001                  1.6965095131275240E+002                  2.9314282190299412E+001                 -3.4358974735334145E+000                 -5.4129726596717003E+000                 -2.7200889563085529E+001 
                                      50                  3.0051626126377323E-001                  8.1878155981716927E-001                  1.0000000000000002E-008                 -1.3003839968214987E+000                  9.9747700869563138E-001                  9.9747669238731018E-001                 -3.4312642311336607E+000                 -2.7200888489694478E+001                 -6.8919067486623042E-001                  4.5807811419695419E+000                  8.8596979747851865E+000                  7.5716117030958658E+000                  7.0620056329401679E+000                  2.4009420961433783E+001                  1.6965095142278710E+002                  2.9314282197592274E+001                 -3.4358186994216835E+000                 -5.4128861039534435E+000                 -2.7200888489694478E+001 
                                      51                  3.6060557571175356E-001                  8.1878156041806227E-001                  1.0000000000000002E-008                 -1.2212027507738739E+000                  9.9747700796359640E-001                  9.9747669165527542E-001                 -3.4311707712651849E+000                 -2.7200887193601080E+001                 -6.7403631676222142E-001                  4.5845432194875393E+000                  8.8597509988011964E+000                  7.5716117033952504E+000                  7.0620056342274573E+000                  2.4009420963293437E+001                  1.6965095155478005E+002                  2.9314282206347904E+001                 -3.4357253187746939E+000                 -5.4127851294724261E+000                 -2.7200887193601080E+001 
